Image index,NumFibers,MMA,Vf,A11,A12,A13,A22,A23,A33,Elongation,Yield strength
238,23.0,0.708440982,0.598046552,0.9998,2.05e-07,2.16e-07,0.0001197,-2.42e-05,6.85e-05,0.002392544,331.9692191
90,25.0,0.0,0.59999425,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.006933047,966.2439828
632,20.0,2.107586369,0.540368383,0.9986,-5.12e-06,-4.68e-06,0.0008102,0.0001446,0.0005746,0.00102463,127.8263399
497,17.0,1.999282658,0.442279583,0.9987,1.64e-06,-2.56e-06,0.000532,-0.000123,0.0007527,0.002074763,213.0645337
296,24.0,1.221596274,0.456105543,0.9995,6.23e-07,4.85e-07,0.0001888,-3.1e-05,0.0002942,0.004009707,427.2727154
52,25.0,0.0,0.524997051,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.008847162,1083.214862
44,25.0,0.0,0.499996894,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.012225854,1427.658284
105,24.0,0.0,0.623991927,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.00754203,1092.202204
106,24.0,0.0,0.623993521,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.008506704,1231.809781
835,20.0,2.59085574,0.420472648,0.9977,-5.4e-06,-1.36e-05,0.001068,0.0004361,0.001214,0.001431925,139.2187883
754,16.0,2.240433807,0.416415975,0.998,2.17e-05,1.17e-05,0.001046,0.0002014,0.0009648,0.001132708,108.2755903
160,25.0,0.481411385,0.450014184,0.9999,5.12e-08,4.49e-08,4.58e-05,-5.47e-06,4.3e-05,0.006523932,687.1587802
431,25.0,1.70996468596976,0.500252787153214,0.999,1.247e-06,-3.745e-07,0.000583,0.0002255,0.0004447,0.001062663360498,123.455286146785
770,18.0,2.499599586,0.486498144,0.9979,-3.07e-07,9.64e-06,0.0009621,0.0001284,0.001185,0.001331016,148.4782363
637,20.0,2.334884426,0.54039957,0.9984,-4.54e-06,-2.89e-06,0.0008257,0.0001177,0.00073,0.000836937,104.342687
