Image index,NumFibers,MMA,Vf,A11,A12,A13,A22,A23,A33,Elongation,Yield strength,surrogate_score
132,25.0,0.584210568,0.40002172,0.9999,2.8e-07,-1.73e-07,5.59e-05,-1.69e-05,7.38e-05,0.006588071,619.9200693,-0.58421011616039
809,24.0,3.572377009,0.432754242,0.9965,2.06e-05,8.68e-06,0.001888,0.0006298,0.00159,0.000602465,59.72187693,-3.572376296817844
492,18.0,1.96761715287776,0.46823867185924,0.999,-5.622e-06,-7.964e-06,0.0006205,0.0001664,0.0004212,0.0014748516654048,159.86005633810197,-1.9676161584653857
493,21.0,1.66599416,0.546233763,0.9991,-1.25e-06,4.01e-06,0.0002594,-4.27e-05,0.0006177,0.002624881,331.0038615,-1.6659925452431066
323,25.0,1.091759606,0.550114959,0.9996,5.24e-07,8.15e-07,0.0001858,-4.6e-05,0.0002442,0.003744521,478.4238643,-1.0917579603734888
386,19.0,1.044480696,0.532111525,0.9995,-7.43e-07,5.79e-07,0.0002216,4.5e-05,0.0002289,0.002644611,326.3363798,-1.044479193566239
501,19.0,1.453580172,0.513194401,0.9992,-2.03e-06,6.38e-06,0.0002526,-6.64e-07,0.0005201,0.003523107,419.1699278,-1.4535788200261464
802,21.0,2.853172303,0.37860714,0.9968,-2.79e-05,8.76e-06,0.002037,-0.000168,0.001167,0.000718294,62.57911532,-2.8531720214841516
553,25.0,1.899179427,0.475241993,0.9989,-2.7e-06,3.24e-06,0.0006498,-3.03e-06,0.0004491,0.001388549,153.1711233,-1.8991783768857626
40,25.0,0.0,0.474996718,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.010550457,1172.263003,1.048163409344778e-06
848,19.0,3.78117654,0.418995231,0.9952,4.59e-06,-4.76e-05,0.001107,-0.0003178,0.003659,0.00076138,73.10154654,-3.781175937252001
725,20.0,2.448088428,0.460478118,0.9979,-3.85e-06,-5.44e-06,0.0009382,0.0002993,0.001189,0.001115037,117.9750689,-2.448087495312242
837,20.0,4.36236870821329,0.421279061617738,0.9939,2.211e-05,-1.038e-05,0.002324,0.001144,0.00373,0.0005196796798756,48.27786835902889,-4.362368087300535
69,25.0,0.0,0.549990995,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.011729939,1502.342738,1.6446405467484517e-06
730,18.0,2.50407554950836,0.414453324461702,0.9977,-2.146e-07,1.859e-06,0.000842,5.766e-05,0.001439,0.0005850680801069,55.883039090298674,-2.5040749828850295
508,20.0,2.068707637,0.540365431,0.9986,2.43e-06,4.86e-06,0.0006982,-0.0001826,0.0006607,0.001652046,206.283227,-2.06870606891768
186,25.0,0.623128246,0.525031883,0.9999,-1.41e-10,-1.37e-08,7.93e-05,-1.02e-06,6.28e-05,0.004185826,511.8850167,-0.6231267998751304
893,15.0,3.90696835054103,0.406041649817183,0.9949,5.957e-05,-5.709e-05,0.002742,-0.0001074,0.002352,0.0006024143753519,55.11499313117828,-3.906967850821093
381,19.0,1.354096973,0.532168659,0.9993,1.37e-06,1.27e-07,0.0004477,0.0001379,0.000205,0.002875197,355.3794408,-1.3540954701118162
131,25.0,0.505355515778834,0.400012627383179,0.9999,7.97e-08,3.715e-07,5.596e-05,-6.664e-06,5.299e-05,0.0078879963309221,741.7298735669558,-0.5053550640115433
455,23.0,1.8952213973331,0.506302086095486,0.9988,2.952e-06,1.311e-06,0.0006412,0.0002062,0.0005616,0.000653402736241,76.56277279541675,-1.8952201001782063
220,25.0,0.468924786,0.60001895,0.9999,3.97e-08,4e-08,3.98e-05,1.2e-05,3.84e-05,0.009623131,1340.844735,-0.46892274345533863
703,22.0,2.885393196,0.462725419,0.9968,5.39e-07,1.72e-05,0.002101,-0.0006475,0.001057,0.000773892,81.96383975,-2.885392245438029
820,18.0,4.48910039177683,0.343212526901207,0.9929,4.399e-05,2.2e-06,0.004445,0.0006329,0.002624,0.0001738696037288,13.013037703006606,-4.48910039177683
732,18.0,2.807252473,0.432602883,0.9972,-2.65e-05,-6.94e-06,0.001259,-0.0001929,0.001533,0.000586648,57.83372499,-2.807251762021698
620,18.0,2.85113646,0.450639563,0.9971,-3.33e-06,1.54e-06,0.001198,-0.0003181,0.001662,0.000648642,66.9062435,-2.8511356055645214
675,22.0,2.976764241,0.396567273,0.997,-5.35e-06,-1.24e-06,0.001372,-0.0002329,0.001595,0.000782744,71.61939365,-2.976763816635802
125,23.0,0.0,0.643992634,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.01022136,1526.569904,2.3922953116843607e-06
145,25.0,0.643488459,0.425019987,0.9999,2.29e-07,1.55e-08,8.74e-05,1.5e-05,6.25e-05,0.009838725,980.9855241,-0.6434878083332882
63,25.0,0.0,0.549992855,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.009874896,1264.771704,1.6446553405103214e-06
388,16.0,1.154815909,0.448100397,0.9995,-3.72e-07,6.78e-07,0.0001583,-5.9e-05,0.0003071,0.001652413,172.5367278,-1.154815074760122
734,17.0,2.666626041,0.408529332,0.9974,-6.26e-06,-1.05e-05,0.001031,2.1e-06,0.001561,0.000527728,49.2870185,-2.6666255214939456
488,19.0,1.657014216,0.475255816,0.9989,-4.76e-06,-1.49e-05,0.0003978,7.82e-05,0.0006963,0.000416084,45.3766599,-1.6570131657758198
87,25.0,0.0,0.59999578166074,1.0,0.0,6.123e-17,0.0,0.0,3.749e-33,0.0072019825895178,1003.6887891606294,2.042360388808927e-06
234,22.0,0.54548546,0.572021954,0.9999,-3.66e-08,1.42e-07,3.91e-05,3.31e-06,6.83e-05,0.00494267,656.5913427,-0.5454836401332375
909,17.0,4.163032249,0.477294151,0.9946,-2.43e-05,4.8e-06,0.003323,-0.001204,0.002095,0.000601518,64.52768907,-4.163031182563646
37,25.0,0.0,0.474998301,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.013909935,1545.71192,1.0481759999496388e-06
812,23.0,3.20811463194704,0.437876306019718,0.996,-1.231e-05,1.641e-05,0.002198,0.000521,0.00184,0.0010625732306596,106.39774413080087,-3.2081138790258543
693,20.0,2.972336679,0.400477651,0.9976,-7.71e-06,-4.09e-06,0.001052,-0.0002349,0.001344,0.000675069,62.74664222,-2.972336223534081
797,24.0,3.450794176,0.40877639,0.9962,-2.04e-05,3.05e-06,0.002763,-0.0003479,0.001072,0.000605855,56.08344766,-3.450793654528937
118,24.0,0.0,0.647995031,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.007210654,1083.47944,2.424128918204937e-06
660,25.0,2.738384231,0.400412891,0.9979,-7.4e-06,-6.9e-07,0.001339,0.0001475,0.0007654,0.000486565,44.78873283,-2.7383837760491585
127,23.0,0.0,0.643991863,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.01028046,1535.012611,2.3922891794314567e-06
596,20.0,1.665969757,0.460235471,0.999,-4.38e-06,1.86e-06,0.0005402,9.04e-05,0.0005092,0.001520487,161.8531899,-1.6659688262421677
289,25.0,1.404253457,0.450141489,0.9994,5.1e-07,2.06e-06,0.0002318,4.33e-05,0.000389,0.001490364,156.3161621,-1.4042526065260204
680,25.0,2.24033566791777,0.450403309838041,0.9982,2.927e-06,-9.164e-07,0.0008119,5.73e-05,0.0009933,0.000817216429872,84.92649027466634,-2.2403348153613627
758,15.0,4.57795691,0.391259907,0.9935,-4.14e-05,-0.0001325,0.002229,0.0008755,0.004251,0.00066149,58.02495824,-4.577956527848656
684,19.0,3.07228268871831,0.361724649305625,0.996,5.831e-06,5.125e-05,0.001832,0.0004624,0.002163,0.0005036941936051,41.48546937661913,-3.0722825414796375
829,19.0,3.235670152,0.380730302,0.9961,1.04e-05,1.31e-05,0.001737,0.0003342,0.002123,0.00076422,66.6610962,-3.235669853597295
192,25.0,0.553091282,0.550024633,0.9999,2.23e-07,1.12e-07,8.06e-05,-6.43e-06,3.19e-05,0.005776015,739.0540011,-0.5530896370919088
757,16.0,3.971637174,0.417130654,0.9946,-1.22e-05,-3.05e-05,0.001636,0.000562,0.003783,0.000347393,32.10382208,-3.9716365860821665
791,24.0,3.121979455,0.40869073,0.9966,2.7e-05,-4.75e-06,0.002268,6.61e-05,0.001126,0.000546255,50.95283267,-3.121978934210245
339,22.0,1.235733536,0.506140709,0.9994,4.85e-07,-7.54e-07,0.000244,-1.94e-05,0.0003373,0.001355506,159.193807,-1.2357322401286408
655,25.0,2.96337663074559,0.400594808965788,0.997,2.078e-06,-1.394e-05,0.0009872,-0.0001242,0.002044,0.0008659155042945,79.36557181566513,-2.9633761743478395
583,24.0,2.1012427236186,0.528397168402726,0.9985,-1.022e-05,-1.671e-06,0.0006914,5.411e-05,0.0008292,0.0006937189294848,84.26169008170045,-2.1012412507274774
441,24.0,1.325977755,0.504158689,0.9994,-1.39e-06,-4.39e-07,0.0004212,2.94e-06,0.0002228,0.004492723,526.2353555,-1.3259764748929055
396,25.0,1.453294679,0.400123961,0.9993,4.59e-07,-1.49e-06,0.0004005,-1.06e-05,0.0002762,0.002326169,218.0749142,-1.4532942263472024
57,25.0,0.0,0.524995087,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.009624557,1178.206402,1.4458322076715165e-06
844,18.0,3.491360806,0.396942159,0.9952,7.45e-05,-7.57e-06,0.003433,0.0006398,0.00138,0.001037468,93.13230346,-3.4913603786540954
366,24.0,0.933956147,0.624059311,0.9998,1.24e-07,3.02e-07,0.0001041,3.19e-05,9.98e-05,0.006705498,969.6979423,-0.933953913247072
647,19.0,2.541580327,0.532644704,0.9976,-5.69e-06,2.45e-05,0.0008652,-0.0003204,0.001559,0.000432979,52.50707228,-2.541578820325528
358,20.0,1.053623179,0.500097987,0.9996,3.54e-07,-4.65e-08,0.0001301,3.02e-05,0.0002788,0.001950008,226.6210302,-1.0536219311902486
648,15.0,2.646608809,0.42056332,0.9973,-2.56e-05,-3.8e-05,0.001886,0.0003799,0.0007758,0.001109908,107.9748725,-2.6466081937799926
403,25.0,1.875651818,0.425252482,0.9988,-1.44e-07,2.23e-06,0.0005811,-7.4e-05,0.0006336,0.001411436,139.8491677,-1.8756511654841077
461,22.0,1.675840149,0.506238828,0.999,1.25e-06,-9.44e-06,0.000399,-8.8e-06,0.000602,0.002996666,351.9056182,-1.675838852348238
883,15.0,4.355509157,0.391279651,0.9935,1.5e-05,-3.25e-06,0.004295,-0.0003123,0.00222,0.000536769,47.08192498,-4.35550877469162
205,25.0,0.534005009101674,0.575026744896872,0.9999,-2.13e-07,5.004e-08,5.291e-05,1.753e-05,5.949e-05,0.0052362590666417,699.7782891448473,-0.5340031653359003
31,25.0,0.0,0.474995037,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.009627926,1069.809799,1.048150039283647e-06
692,23.0,2.61238115047245,0.460510009246536,0.9978,2.519e-06,1.995e-05,0.0007262,-0.0001176,0.00148,0.0005852717277414,61.31583316361114,-2.6123802175310407
73,25.0,0.0,0.574996156,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.013822218,1848.567127,1.8435224808138731e-06
102,23.0,0.0,0.597991731,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.01159842,1611.642799,2.0264209005019714e-06
790,25.0,3.12642630920898,0.400583417288558,0.9971,1.465e-06,2.807e-06,0.001522,0.0003879,0.001394,0.0007092447774414,65.63822294846862,-3.1264258529018347
94,25.0,0.0,0.624992287,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.007135288,1034.777067,2.241173478904555e-06
39,25.0,0.0,0.47499977,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.007377744,819.7230057,1.048187683840062e-06
46,25.0,0.0,0.499994197,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.004194162,489.7024636,1.2469842435829484e-06
744,19.0,2.598677551,0.475506311,0.9979,-1.35e-06,1.59e-05,0.0007229,0.0002597,0.001414,0.001249414,136.611153,-2.598676498783474
643,17.0,2.57491784638472,0.47654118931135,0.9977,7.753e-06,1.099e-06,0.0007556,6.801e-05,0.001548,0.0008893909920371,97.37915977688556,-2.574916785937149
34,25.0,0.0,0.474988468,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.011682334,1297.752793,1.0480977918526116e-06
724,19.0,3.142780306,0.437716759,0.9967,2.42e-05,3.41e-06,0.002082,-0.0001765,0.001202,0.000503854,49.9185516,-3.142779554347793
58,25.0,0.0,0.524998726312955,1.0,0.0,6.123e-17,0.0,0.0,3.749e-33,0.0109414696230394,1339.6181264126035,1.4458611534399182e-06
674,25.0,2.76936827,0.450594253,0.9973,-2.32e-05,7.37e-06,0.001708,-0.0001567,0.000967,0.000462027,47.11320964,-2.7693674159249007
644,18.0,3.162845524,0.504909659,0.9964,4.17e-06,1.13e-05,0.001466,0.0002934,0.002142,0.000650866,75.0283901,-3.162844237919964
203,24.0,0.610666039,0.552027486,0.9999,-3.06e-08,5.74e-08,5.97e-05,-1.27e-05,6.48e-05,0.0062505,802.5606891,-0.6106643781619464
856,19.0,2.976738763,0.437641077,0.9971,1.28e-05,-9.9e-06,0.001644,-6.51e-06,0.001302,0.000786038,78.98668638,-2.97673801194974
409,25.0,1.721333166,0.425229474,0.9989,-1.82e-06,7.32e-07,0.0005156,-0.0001185,0.000579,0.000948651,93.81435738,-1.721332513667105
426,25.0,1.165831469,0.475128727,0.9994,-7.36e-07,-2.47e-06,0.0004024,-6.72e-05,0.000168,0.001331362,146.9693668,-1.1658304197866391
591,20.0,2.138364001,0.460382196,0.9983,-2.19e-05,1.83e-06,0.0009672,0.0001114,0.0007226,0.003622161,386.8245717,-2.13836306907517
113,21.0,0.0,0.566995022,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.011735415,1548.365107,1.7798843780783376e-06
631,16.0,2.881039938,0.432672476,0.9969,-4.33e-05,1.18e-05,0.002571,-0.0006815,0.0005476,0.001213317,121.0624352,-2.8810392264681806
168,25.0,0.593164773,0.475024466,0.9999,-8.5e-08,1.33e-08,8.1e-05,4.91e-06,3.58e-05,0.004360864,484.1956198,-0.5931637246158932
846,18.0,3.967146756,0.39708792,0.9944,-7.37e-05,6.85e-06,0.002852,7.05e-06,0.002714,0.000456565,40.72980715,-3.9671463274947656
468,21.0,1.463836927,0.483099245,0.9995,1.53e-06,1.3e-06,0.0002975,9.44e-05,0.0001896,0.005465925,614.8760377,-1.463835814392045
878,17.0,3.991917457,0.426139021,0.9946,2.71e-05,-3.69e-06,0.002861,-0.0002683,0.002519,0.000647824,62.46079201,-3.9919167974329
695,23.0,3.024988671,0.460690993,0.9969,6.52e-08,-3.23e-06,0.001051,0.0005458,0.002029,0.000798262,83.77680838,-3.024987736619112
577,22.0,2.23982945,0.462391368,0.9983,1.76e-06,-2.67e-06,0.000874,-0.0001925,0.0008459,0.000683774,72.58039593,-2.239828502094949
587,21.0,2.54568828828192,0.462590924918327,0.9974,-3.181e-05,2.44e-05,0.001687,-0.000338,0.0008771,0.0008576358019085,91.13665709739722,-2.5456873387896657
764,18.0,2.11417013580942,0.486357287903092,0.9985,4.753e-06,1.313e-05,0.0006199,0.0001024,0.0009063,0.0012635548898838,142.45495298431683,-2.1141689972881794
193,25.0,0.484821174,0.550016167,0.9999,-3.97e-08,-8.02e-08,4.01e-05,-2.77e-06,4.17e-05,0.008633029,1104.905251,-0.48481952915924437
891,16.0,3.663609635,0.433006327,0.9953,3.79e-05,-5.48e-05,0.00198,0.0002772,0.002715,0.000482937,47.21600443,-3.6636089208128513
781,25.0,4.2677968,0.401209942,0.994,-1.98e-05,5.23e-05,0.002659,-0.0007883,0.003342,0.000416949,37.00739247,-4.267796338709705
151,25.0,0.698919601,0.450029402,0.9998,-1.09e-07,-3.89e-08,8.06e-05,-8.24e-06,0.0001028,0.005784279,608.9116868,-0.6989187514175194
95,25.0,0.0,0.624993713,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.009498576,1377.72006,2.241184820788655e-06
144,25.0,0.604196051,0.42502615,0.9999,-1.08e-07,2.79e-09,7.36e-05,4.03e-06,6.17e-05,0.009453749,942.7562931,-0.6041954002842699
715,19.0,3.73054697,0.41906145,0.9949,3.32e-05,5.57e-06,0.002599,0.0002368,0.002475,0.00048562,45.56008175,-3.730546366725319
640,15.0,2.19129362,0.405325641,0.9983,-1.1e-05,-5.85e-06,0.000962,-0.0001702,0.0007156,0.00081832,76.96759815,-2.191293125974936
24,26.0,0.0,0.467994518,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.016781406,1838.208912,9.924704634480134e-07
329,25.0,0.996148318,0.550091345,0.9996,-2.38e-07,-1.76e-07,0.0001552,-3.72e-05,0.0002035,0.004865239,621.3997662,-0.996146672561306
219,25.0,0.64414605,0.600038313,0.9998,1.39e-07,1.8e-07,5.46e-05,-2.52e-05,9.77e-05,0.006122456,852.2154439,-0.6441440073013325
188,25.0,0.6399814,0.525028084,0.9999,-1.52e-07,7.48e-08,6.32e-05,-9.47e-06,5.7e-05,0.006314695,772.1693126,-0.6399799539053462
35,25.0,0.0,0.47499734,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.01209374,1343.83261,1.0481683565060058e-06
96,25.0,0.0,0.624995907,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.006580298,954.3877004,2.2412022710647537e-06
867,17.0,3.27282155,0.408691752,0.9966,1.48e-05,5.04e-05,0.001535,0.000615,0.001826,0.000538629,50.51226325,-3.2728210292021167
557,22.0,3.15080443782059,0.418644523639102,0.9969,-5.807e-06,1.33e-05,0.001519,0.0001507,0.001582,0.0006436970856052,61.59183317284821,-3.1508038378619894
467,24.0,1.767477514,0.55228638,0.9989,-1.22e-06,2.8e-06,0.0004376,-4.47e-05,0.0006168,0.001285034,163.7984465,-1.767475851102798
372,19.0,1.301427932,0.513132295,0.9995,7.66e-07,-1.65e-06,0.0003218,-3.21e-05,0.0002244,0.003092296,368.9263655,-1.3014265805201148
130,22.0,0.0,0.615994014,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.007592909,1085.752659,2.169604496105817e-06
88,25.0,0.0,0.599965569,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.00943446,1315.125063,2.042120088320511e-06
589,21.0,2.020949257,0.462320307,0.9986,3.64e-06,-2.47e-06,0.0008327,4.97e-05,0.0005725,0.000771369,82.61243852,-2.020948309660142
828,22.0,3.307103608,0.441007889,0.9954,-7.25e-05,8.2e-05,0.001505,-0.0008404,0.003064,0.00066646,67.03427348,-3.3071028301713445
480,20.0,1.82893023833863,0.480276562707255,0.9988,-7.819e-06,-3.201e-07,0.0006513,0.0001435,0.0005234,0.0021099645891143,232.41829048011823,-1.8289291481812608
238,23.0,0.708440982,0.598046552,0.9998,2.05e-07,2.16e-07,0.0001197,-2.42e-05,6.85e-05,0.002392544,331.9692191,-0.7084389551430733
90,25.0,0.0,0.59999425,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.006933047,966.2439828,2.042348206537823e-06
632,20.0,2.107586369,0.540368383,0.9986,-5.12e-06,-4.68e-06,0.0008102,0.0001446,0.0005746,0.00102463,127.8263399,-2.107584800894201
497,17.0,1.999282658,0.442279583,0.9987,1.64e-06,-2.56e-06,0.000532,-0.000123,0.0007527,0.002074763,213.0645337,-1.9992818700567543
296,24.0,1.221596274,0.456105543,0.9995,6.23e-07,4.85e-07,0.0001888,-3.1e-05,0.0002942,0.004009707,427.2727154,-1.221595376090109
52,25.0,0.0,0.524997051,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.008847162,1083.214862,1.4458478286114704e-06
44,25.0,0.0,0.499996894,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.012225854,1427.658284,1.2470056945376607e-06
105,24.0,0.0,0.623991927,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.00754203,1092.202204,2.2332169801816833e-06
106,24.0,0.0,0.623993521,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.008506704,1231.809781,2.233229658276534e-06
835,20.0,2.59085574,0.420472648,0.9977,-5.4e-06,-1.36e-05,0.001068,0.0004361,0.001214,0.001431925,139.2187883,-2.5908551255011645
754,16.0,2.240433807,0.416415975,0.998,2.17e-05,1.17e-05,0.001046,0.0002014,0.0009648,0.001132708,108.2755903,-2.2404332247664627
160,25.0,0.481411385,0.450014184,0.9999,5.12e-08,4.49e-08,4.58e-05,-5.47e-06,4.3e-05,0.006523932,687.1587802,-0.48141053553855784
431,25.0,1.70996468596976,0.500252787153214,0.999,1.247e-06,-3.745e-07,0.000583,0.0002255,0.0004447,0.001062663360498,123.455286146785,-1.7099634369287846
770,18.0,2.499599586,0.486498144,0.9979,-3.07e-07,9.64e-06,0.0009621,0.0001284,0.001185,0.001331016,148.4782363,-2.4995984463584415
637,20.0,2.334884426,0.54039957,0.9984,-4.54e-06,-2.89e-06,0.0008257,0.0001177,0.00073,0.000836937,104.342687,-2.334882857646151
701,22.0,3.173939723,0.462789528,0.9966,-1.36e-05,1.09e-06,0.00116,-0.0002312,0.002272,0.000619076,65.04249509,-3.1739387719281296
849,20.0,3.579915757,0.44105493,0.9952,1.7e-05,-9.67e-06,0.002015,0.0006662,0.002774,0.000630288,63.02355902,-3.579914978797198
122,22.0,0.0,0.615985763,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.010657987,1523.737522,2.169538870660015e-06
369,19.0,1.290835468,0.494148359,0.9994,1.18e-06,-4.25e-06,0.0001455,-9.03e-05,0.0004842,0.002279549,261.898792,-1.2908342675114206
55,25.0,0.0,0.524993675415676,1.0,0.0,6.123e-17,0.0,0.0,3.749e-33,0.0095703679089651,1171.658723632161,1.4458209804444472e-06
686,21.0,3.180751068,0.399758108,0.9962,6.69e-06,-5.64e-06,0.001973,0.0006709,0.001793,0.000604975,55.34360639,-3.180750618257064
578,22.0,2.38287907946503,0.462500339782249,0.9978,1.121e-05,2.535e-05,0.0009047,0.0004083,0.001265,0.0005140817166834,54.06988797497012,-2.382878130693257
875,17.0,3.705217302,0.426193215,0.9944,8.28e-05,-3.68e-05,0.001745,-0.0004949,0.003843,0.000336828,31.71664914,-3.70521664200186
906,14.0,3.811164646,0.392670028,0.9965,-4.51e-05,4.48e-05,0.002124,-0.001229,0.001348,0.000658902,59.52424905,-3.8111642526330676
