ID,f,c,v,r,t,w,dir,fracture,elongation,elastic modulus,tangent modulus,yield
9,0.2,16,18,1200,20,70,1,23.07480633,28.14777692,0.747570892,0.928581656,10.36858078
38,0.2,18,22,800,22,40,1,8.718735,81.42255147,0.238717181,0.094869146,2.858488784
156,0.4,22,22,0,20,69,1,8.761093073,108.140777,0.222011686,0.070850785,2.417020339
159,0.4,22,22,1200,25,44,1,7.376949882,109.8755582,0.424335497,0.036113445,4.386133426
64,0.2,22,16,1200,18,76,1,13.61349145,60.91632843,0.728443282,0.166766596,8.024675947
21,0.2,18,16,0,20,52,0,11.59437791,68.67721558,0.370618534,0.150685669,4.555003705
60,0.2,20,22,1600,20,53,1,10.30347053,76.55056,0.586692363,0.091041379,6.235157359
144,0.4,22,16,1200,23,50,0,7.220453983,95.22299449,0.304208095,0.055492006,3.223159434
158,0.4,22,22,800,19,82,1,14.60860851,99.68244553,0.4327643,0.122032264,5.086299705
100,0.4,16,22,1600,20,30,1,14.71086168,42.61399587,0.662865069,0.327689799,8.547296025
7,0.2,16,18,400,20,60,1,17.18536418,52.32788722,0.617820535,0.299932478,7.402823496
153,0.4,22,20,800,18,80,1,5.190751395,63.62755458,0.264536486,0.05986017,2.829078337
140,0.4,20,22,1600,20,45,0,5.474765833,119.0784423,0.153151838,0.038315726,1.740982193
30,0.2,18,18,1600,20,60,1,15.44466559,38.65855535,0.638526114,0.42025766,11.0649648
100,0.4,16,22,1600,20,30,0,5.417948338,90.32288869,0.140899593,0.053562043,1.220219421
49,0.2,20,18,1200,22,65,1,12.34624618,77.10244497,0.578541516,0.117136183,6.310017321
71,0.2,22,20,0,22,60,0,10.62957511,66.17078145,0.649819961,0.098695677,6.849850914
142,0.4,22,16,400,23,53,1,3.186557957,74.26622391,0.139235247,0.033487999,1.508175742
155,0.4,22,20,1600,25,55,1,9.084696492,94.41965103,0.379234908,0.07112203,4.109059601
73,0.2,22,20,800,27,30,0,9.358317818,60.03456116,0.511870006,0.115435428,5.582409387
131,0.4,20,20,0,20,45,1,8.49601734,115.535895,0.169875014,0.066685891,2.163351647
35,0.2,18,20,1600,25,50,1,17.28513966,37.78844198,0.724599871,0.471051311,9.069764418
122,0.4,20,16,400,20,57,0,10.45550814,91.1134402,0.251054933,0.104943396,3.336895978
138,0.4,20,22,800,20,47,0,10.46495148,114.0198867,0.219729398,0.082895208,2.752504406
59,0.2,20,22,1200,23,55,1,8.581653394,82.53866831,0.388595345,0.079350396,4.207563685
101,0.4,18,16,0,20,32,1,7.697250007,95.09066582,0.205255452,0.07127178,2.653304776
98,0.4,16,22,800,22,33,0,7.58878016,78.37556203,0.191423178,0.089418905,2.329860097
119,0.4,18,22,1200,21,31,1,8.04954611,80.6576697,0.302814637,0.081658266,3.449060389
150,0.4,22,18,1600,26,58,1,10.42550827,106.3029861,0.415165631,0.070817064,4.419536229
19,0.2,16,22,1200,20,54,1,18.97862283,32.09666411,0.722745929,0.650144444,8.280362871
86,0.4,16,18,0,20,50,0,10.35950495,98.82978439,0.288589514,0.089253104,3.422561734
94,0.4,16,20,1200,20,39,0,8.02422565,95.34278234,0.192126872,0.075597083,2.358179842
158,0.4,22,22,800,19,82,0,10.51118778,126.6246637,0.255195963,0.072087508,2.83791844
103,0.4,18,16,800,18,35,0,5.730154234,82.64377912,0.171355141,0.060215776,1.959148094
24,0.2,18,16,1200,24,41,1,11.66263444,61.19378408,0.419361121,0.170105147,5.291430979
132,0.4,20,20,400,20,45,1,8.32580129,102.4618912,0.177171689,0.07422465,1.588560885
18,0.2,16,22,800,23,49,0,9.273486017,62.74999619,0.311608326,0.130910004,3.528598636
124,0.4,20,16,1200,20,60,1,17.96700079,57.86511421,0.669646684,0.27953428,10.62315737
93,0.4,16,20,800,21,32,1,13.03183708,72.27944374,0.401227956,0.162273065,6.020137095
145,0.4,22,16,1600,19,40,1,11.68083558,103.5232162,0.431084571,0.086835405,4.693090876
117,0.4,18,22,400,20,60,0,11.81149151,107.856226,0.266030935,0.097328844,3.470170011
127,0.4,20,18,400,20,45,1,8.463927055,102.020785,0.18946585,0.07485033,2.263215043
121,0.4,20,16,0,20,55,1,10.00367527,112.7195517,0.205625823,0.079740224,2.585072109
142,0.4,22,16,400,23,53,0,3.258920946,82.76711146,0.135563586,0.030250044,1.466662805
109,0.4,18,18,1200,23,53,1,15.04084558,75.64877828,0.414420566,0.185353246,7.986091865
15,0.2,16,20,1600,23,30,0,5.634241979,74.47688421,0.199624872,0.064655595,2.194169288
77,0.2,22,22,400,27,50,1,4.338895443,44.10666148,0.263461121,0.069425011,2.839528544
6,0.2,16,18,0,20,60,0,10.81901427,41.6318957,0.454458606,0.246680883,5.678403865
126,0.4,20,18,0,20,57,0,10.22867768,99.77066676,0.25203316,0.090855408,3.103487316
4,0.2,16,16,1200,20,60,0,5.038622101,62.39033381,0.140630493,0.076649793,1.993094499
82,0.4,16,16,400,20,50,1,9.420810588,88.65221977,0.271756565,0.091214089,3.163014284
101,0.4,18,16,0,20,32,0,8.287254424,81.74199581,0.249488259,0.089705366,3.235834669
4,0.2,16,16,1200,20,60,1,19.86314323,37.20811049,0.683338383,0.566304171,3.079383814
87,0.4,16,18,400,18,52,0,9.172009191,94.86289342,0.246090898,0.085218281,3.05946857
160,0.4,22,22,1600,24,49,0,7.361954571,129.2980003,0.316362802,0.037988315,3.328296915
70,0.2,22,18,1600,23,61,1,9.604653927,22.11299896,0.772884747,0.394022733,8.206931771
113,0.4,18,20,800,20,58,1,12.49831024,72.81077703,0.334172858,0.159648067,5.347184878
31,0.2,18,20,0,20,45,1,7.82,121.6,0.193,0.054715454,2.155390968
26,0.2,18,18,0,20,52,1,8.392741017,91.34356181,0.195719316,0.083710415,2.425972293
140,0.4,20,22,1600,20,45,1,11.50957349,66.00266139,0.479839754,0.144989178,5.794607608
130,0.4,20,18,1600,20,57,1,19.91418963,59.71755981,0.584439362,0.322677708,13.29708644
36,0.2,18,22,0,20,60,1,8.0453659,80.65522671,0.234787615,0.087362572,2.896326596
82,0.4,16,16,400,20,50,0,9.831043309,110.4519971,0.250632089,0.076348973,2.963651508
123,0.4,20,16,800,20,60,1,17.02179246,80.9827741,0.38560624,0.197780157,6.765358383
90,0.4,16,18,1600,20,52,1,14.79490332,72.40889231,0.455007938,0.182611602,8.086613514
95,0.4,16,20,1600,20,39,0,11.8976507,86.51000341,0.309129266,0.122968689,3.836473658
77,0.2,22,22,400,27,50,0,5.921461834,50.82101186,0.362283672,0.080153059,3.868578217
81,0.4,16,16,0,20,50,1,9.290961,100.4858875,0.236164189,0.081522478,2.728954663
130,0.4,20,18,1600,20,57,0,5.719523673,117.5556628,0.115086881,0.044441346,1.407236631
146,0.4,22,18,0,20,34,0,6.815238719,163.4801674,0.239138342,0.029440696,2.620975249
137,0.4,20,22,400,20,70,1,8.632023282,108.8895559,0.180021596,0.075010157,2.377163916
14,0.2,16,20,1200,23,28,0,6.945670219,67.42566744,0.241968936,0.090493158,2.780350885
74,0.2,22,20,1200,25,49,0,7.158802894,45.01565933,0.521524786,0.101970381,5.473200016
22,0.2,18,16,400,20,48,1,9.7559095,69.44510778,0.282940014,0.12945281,3.505097384
46,0.2,20,18,0,20,62,0,10.40788064,87.55322138,0.45223564,0.088043509,4.80696842
70,0.2,22,18,1600,23,61,0,3.63656325,54.68333562,0.253671621,0.036197956,2.625314367
28,0.2,18,18,800,24,40,0,9.091878004,75.88488897,0.261625239,0.107588353,3.120724838
73,0.2,22,20,800,27,30,1,8.563445987,54.60884094,0.498566268,0.108470477,5.312001793
89,0.4,16,18,1200,20,46,0,5.343225363,132.2338867,0.102560053,0.036294987,1.29145999
24,0.2,18,16,1200,24,41,0,6.805728444,96.11032804,0.178730422,0.06189413,2.051735113
124,0.4,20,16,1200,20,60,0,7.472742532,133.2097753,0.178959779,0.048797449,1.964395937
113,0.4,18,20,800,20,58,0,7.153055568,106.7434374,0.145381799,0.061141219,1.929159288
99,0.4,16,22,1200,20,30,0,6.125256565,96.83864594,0.139647882,0.05745381,1.734858315
45,0.2,20,16,1600,20,65,1,28.41049286,37.74012248,0.993041387,0.822219002,25.34938473
20,0.2,16,22,1600,20,60,1,24.46010235,33.31533114,0.785984545,0.813423769,16.20846703
110,0.4,18,18,1600,25,35,0,5.773930701,123.3781083,0.099107699,0.043554447,1.272500203
44,0.2,20,16,1200,20,62,0,1.783593927,76.38832092,0.070400297,0.018778282,0.780495829
16,0.2,16,22,0,20,64,0,11.93441684,50.39233526,0.449079479,0.219224766,5.637900662
147,0.4,22,18,400,23,52,0,3.420978178,84.76777713,0.116865017,0.033416549,1.281014891
117,0.4,18,22,400,20,60,1,8.21133534,80.94010671,0.20399362,0.093350668,2.82974576
146,0.4,22,18,0,20,34,1,5.699708731,169.9708366,0.202922054,0.023835716,2.204212709
111,0.4,18,20,0,23,59,0,7.608357288,103.1848335,0.088942815,0.074336592,2.947592883
30,0.2,18,18,1600,20,60,0,5.339518783,87.46966362,0.143434463,0.054358431,1.858610296
97,0.4,16,22,400,20,30,1,9.017344256,89.58978017,0.21642052,0.090845515,2.59580167
119,0.4,18,22,1200,21,31,0,6.779360284,95.86144129,0.22022805,0.057954064,2.416468461
148,0.4,22,18,800,22,54,1,6.949047985,62.92866548,0.276723132,0.093559238,3.388459993
21,0.2,18,16,0,20,52,1,8.881726582,80.42766889,0.237499803,0.099747048,2.852182569
160,0.4,22,22,1600,24,49,1,8.069920687,80.19467036,0.431751946,0.065604334,4.539343442
74,0.2,22,20,1200,25,49,1,8.601762595,48.1587855,0.588885369,0.111160655,6.203921544
45,0.2,20,16,1600,20,65,0,5.818966066,140.4668872,0.131729929,0.036848229,1.553496899
81,0.4,16,16,0,20,50,0,11.61151791,82.77400335,0.35119252,0.121394572,4.032906957
128,0.4,20,18,800,20,40,0,9.198822564,122.8952281,0.194344677,0.066714388,2.337123292
58,0.2,20,22,800,22,63,1,7.869463092,74.80646133,0.428472031,0.07078322,4.594794941
95,0.4,16,20,1600,20,39,1,10.67673226,80.97322464,0.278758809,0.119770314,3.533513467
61,0.2,22,16,0,23,66,0,15.49192765,36.21378581,0.877847932,0.366697322,9.708788089
50,0.2,20,18,1600,20,77,1,17.75358863,38.87444496,1.00997303,0.401135814,11.88103167
159,0.4,22,22,1200,25,44,0,6.857744373,105.7708867,0.397150228,0.036201624,4.137270327
135,0.4,20,20,1600,20,50,0,5.753383468,129.8578898,0.107622299,0.040578266,0.963788034
43,0.2,20,16,800,22,53,1,16.80700587,42.27633158,0.832421919,0.37050237,10.27579175
120,0.4,18,22,1600,25,13,1,9.279677994,81.27055804,0.364475004,0.091365531,4.222027486
75,0.2,22,20,1600,19,72,1,10.43279156,28.98379008,0.782250774,0.286768811,8.280360777
26,0.2,18,18,0,20,52,0,10.45937795,80.65766335,0.287565684,0.116317151,3.528549551
87,0.4,16,18,400,18,52,1,7.16991366,100.9206772,0.162565539,0.064222056,2.121611402
28,0.2,18,18,800,24,40,1,10.60436222,85.05421956,0.268242779,0.112413182,3.32318642
51,0.2,20,20,0,20,63,0,6.395757002,43.64677429,0.402406074,0.111164979,4.324065291
144,0.4,22,16,1200,23,50,1,8.911513022,70.04189809,0.446852227,0.090524844,4.817981249
145,0.4,22,16,1600,19,40,0,7.027708549,125.7216708,0.205431286,0.045589297,2.172513255
99,0.4,16,22,1200,20,30,1,12.58435313,44.07855988,0.502072543,0.27793224,7.298768122
32,0.2,18,20,400,20,30,1,6.504666,136.8,0.1555,0.039906761,1.705228166
118,0.4,18,22,800,23,54,1,13.16137705,98.86822701,0.292484047,0.120621281,4.557882906
123,0.4,20,16,800,20,60,0,8.190016768,129.0179984,0.145519514,0.057813554,1.947749658
135,0.4,20,20,1600,20,50,1,15.01674195,62.06977208,0.490150947,0.224966214,8.445368915
25,0.2,18,16,1600,21,42,1,13.9503979,66.97299957,0.485466071,0.183739423,6.280898251
125,0.4,20,16,1600,20,67,1,25.12661053,45.82122167,0.773547713,0.571127684,20.65777207
125,0.4,20,16,1600,20,67,0,5.746880728,144.6478907,0.105842007,0.035678039,1.274929456
49,0.2,20,18,1200,22,65,0,7.739406409,113.6894449,0.288164666,0.051087997,3.115325273
76,0.2,22,22,0,26,52,0,6.818368479,53.69022369,0.420274605,0.084986393,4.446056277
62,0.2,22,16,400,23,67,0,10.58173714,79.10355886,0.364630183,0.111258843,4.143982516
3,0.2,16,16,800,20,70,1,15.16364808,30.86966515,0.693720161,0.503283905,6.466286831
72,0.2,22,20,400,23,73,0,8.644261746,42.63678233,0.567424787,0.145733082,6.062312494
35,0.2,18,20,1600,25,50,0,5.948008604,87.38077799,0.154006931,0.061440123,1.858256911
139,0.4,20,22,1200,20,50,1,12.41520902,83.78644307,0.377733985,0.12786539,4.703009866
25,0.2,18,16,1600,21,42,0,6.079087642,104.5812225,0.140924382,0.052796821,1.653518516
44,0.2,20,16,1200,20,62,1,7.141428938,25.40299733,0.415503346,0.289214821,5.835877367
150,0.4,22,18,1600,26,58,0,7.729441367,131.052564,0.254652842,0.045394404,2.688539494
152,0.4,22,20,400,22,72,1,7.406385211,91.74999873,0.230722437,0.06759084,2.506948097
22,0.2,18,16,400,20,48,0,10.86870685,68.0690066,0.31845723,0.148741828,4.102083893
106,0.4,18,18,0,21,63,1,9.704259512,122.0073414,0.159532719,0.072874232,3.481185576
138,0.4,20,22,800,20,47,1,11.56493701,114.7145526,0.24442813,0.091090739,3.099017585
97,0.4,16,22,400,20,30,0,10.30496095,69.82922872,0.31916907,0.13104626,3.755286206
102,0.4,18,16,400,22,53,1,9.240895182,100.4447842,0.201463808,0.083400921,2.911850862
14,0.2,16,20,1200,23,28,1,14.24274885,56.36154493,0.603461452,0.221250483,7.22939254
7,0.2,16,18,400,20,60,0,16.95035203,51.35189056,0.594564507,0.30953883,7.603603111
20,0.2,16,22,1600,20,60,0,5.974112836,68.91788801,0.168895724,0.080399045,2.365920105
2,0.2,16,16,400,20,48,0,10.84147493,42.41121928,0.496056063,0.231847925,5.688269252
126,0.4,20,18,0,20,57,1,8.282915395,116.8892225,0.164537346,0.064590195,2.066173655
153,0.4,22,20,800,18,80,0,6.953587306,71.06944402,0.338326202,0.070203089,3.631702239
51,0.2,20,20,0,20,63,1,6.168240919,88.19666545,0.308966086,0.046422667,3.316684849
53,0.2,20,20,800,21,71,0,8.717643314,123.0704371,0.376033842,0.04656525,4.124497503
157,0.4,22,22,400,22,72,1,10.64077693,118.9846643,0.263270354,0.077259875,3.019011599
111,0.4,18,20,0,23,59,1,7.66718908,129.6939993,0.103661728,0.05646928,3.938418031
62,0.2,22,16,400,23,67,1,14.18099311,52.25456238,0.595797467,0.237834916,7.28310615
69,0.2,22,18,1200,22,60,1,6.746623227,27.57623037,0.549061744,0.183414933,5.709583341
131,0.4,20,20,0,20,45,0,11.96530232,115.2943325,0.259046354,0.092068921,3.33707833
43,0.2,20,16,800,22,53,0,8.84265343,81.75632477,0.326696765,0.088992836,3.515571749
139,0.4,20,22,1200,20,50,0,7.618053869,121.1056646,0.156969319,0.056676024,1.925397912
96,0.4,16,22,0,20,30,1,7.688213721,97.47289022,0.186680281,0.070657168,2.193366349
76,0.2,22,22,0,26,52,1,5.783825692,57.09266663,0.349504908,0.064336658,3.679243988
32,0.2,18,20,400,20,30,0,8.311866,92.03,0.259333,0.074554283,3.002660479
9,0.2,16,18,1200,20,70,0,6.436319765,70.53155581,0.13121386,0.088463313,2.391036958
27,0.2,18,18,400,21,47,1,5.836299501,76.14333471,0.187409221,0.065701552,2.122222363
202,0.6,20,16,400,20,68,0,9.356829673,94.38977559,0.353733697,0.076441043,3.84776377
205,0.6,20,16,1600,22,70,1,5.85354607,22.69365946,0.313423619,0.275970387,5.278167565
228,0.6,22,18,800,24,72,1,16.31001744,66.49188995,0.464753759,0.229348853,9.071088171
232,0.6,22,20,400,24,61,1,10.39299281,157.4618848,0.228735355,0.055253739,2.819290277
226,0.6,22,18,0,25,70,0,5.284491429,77.37033844,0.284460508,0.04538218,3.014824768
165,0.6,16,16,1600,22,32,0,2.96072533,114.4146633,0.063578079,0.023563434,0.721635501
223,0.6,22,16,800,25,68,1,9.937089411,85.17545064,0.440934916,0.085813421,5.037725881
161,0.6,16,16,0,20,40,0,6.468612504,52.46266524,0.240339254,0.112400214,2.912516402
187,0.6,18,18,400,24,50,1,9.818650485,113.2497787,0.17745042,0.07994187,1.949631169
198,0.6,18,22,800,20,33,1,7.951821742,106.2911097,0.191035521,0.066471351,2.458830827
240,0.6,22,22,1600,24,45,1,9.235573925,122.8370031,0.358047757,0.053723529,3.817258482
212,0.6,20,20,400,21,60,0,9.983315828,123.7714513,0.254124249,0.068058507,3.025427198
200,0.6,18,22,1600,21,50,1,18.98837787,57.34900157,0.665030621,0.309238517,5.141242437
238,0.6,22,22,800,20,69,0,7.747814612,121.905009,0.175206804,0.055942299,2.139987574
211,0.6,20,20,0,20,62,1,8.542549569,113.9164416,0.238336179,0.063272386,2.569283649
188,0.6,18,18,800,22,40,1,13.66510631,130.3936672,0.290821695,0.091412667,3.91044858
219,0.6,20,22,1200,22,60,0,6.404376786,152.4192206,0.141436932,0.036425904,1.633437775
209,0.6,20,18,1200,20,71,0,1.759621014,71.72543844,0.058677599,0.021244224,0.662228098
232,0.6,22,20,400,24,61,0,8.404271886,128.8832283,0.210907364,0.053475567,2.661672919
194,0.6,18,20,1200,25,26,1,11.08966884,92.42711385,0.354741594,0.098775973,4.769414902
165,0.6,16,16,1600,22,32,1,8.138293818,36.05689049,0.404318813,0.228988411,0.983832728
182,0.6,18,16,400,26,52,1,9.234747731,89.71445719,0.223810305,0.093075133,2.783826239
166,0.6,16,18,0,20,50,1,10.19989189,94.18911298,0.239901895,0.097612011,2.965585232
216,0.6,20,22,0,20,58,0,10.93662117,156.2035624,0.299939016,0.053397441,3.486426823
237,0.6,22,22,400,22,70,1,12.11927371,106.998558,0.280887053,0.100407423,4.364153292
183,0.6,18,16,800,23,56,0,5.468521827,132.2303263,0.067342265,0.040551023,0.576614638
207,0.6,20,18,400,20,55,1,8.954673728,119.9726645,0.17527004,0.06754498,2.483220192
179,0.6,16,22,1200,20,45,0,8.562004832,124.1936588,0.188403734,0.061133181,2.220701418
164,0.6,16,16,1200,23,33,1,14.84231958,53.39777629,0.576856553,0.262001245,5.590019566
182,0.6,18,16,400,26,52,0,8.2968982,110.1949946,0.159781584,0.069238715,1.977889183
193,0.6,18,20,800,23,30,0,6.992815505,131.6366704,0.174602744,0.045044026,1.925921586
210,0.6,20,18,1600,20,68,0,4.007920441,101.4892324,0.10032187,0.035650668,0.610083673
208,0.6,20,18,800,20,57,0,10.19286251,102.0492204,0.22013591,0.089403734,1.870485605
194,0.6,18,20,1200,25,26,0,5.77275398,144.2559973,0.132211912,0.034539914,1.455663043
239,0.6,22,22,1200,24,53,0,6.151806662,117.4864578,0.283136606,0.03356738,3.000221443
228,0.6,22,18,800,24,72,0,8.095870583,120.6141027,0.211466609,0.056712791,2.477993085
218,0.6,20,22,800,24,57,0,7.611008798,165.5895487,0.169438557,0.038310471,2.004051376
178,0.6,16,22,800,24,34,0,10.31252209,98.48490397,0.274025274,0.09164079,3.218446455
166,0.6,16,18,0,20,50,0,12.75274268,92.40211169,0.328669937,0.122791462,3.980939811
214,0.6,20,20,1200,22,55,0,6.955179737,156.8656603,0.139152712,0.039154424,1.646525787
237,0.6,22,22,400,22,70,0,8.955246478,125.3767776,0.186575395,0.06321921,2.441133471
168,0.6,16,18,800,22,45,1,15.75659225,86.22678121,0.416295435,0.161628765,7.41418786
